labels,clean_text_g
2,1127516803585914639 5859258877410 1014346825859139787707741013978628 101437410241211610116803146396285859139781077274102412158596175 10772241211397816803146392103958591014316803 4682741013978 139784682107722412125887 16803 25887 628107721463910772 77071077225887 18036146397410770761751680314821 2103958592484816803 1077224121139781680361756175107722588716803241211014316803 24121 2412114821585911275770716803 7410180361680324121585910772 62874101482116803139784682107722412125887 101434682585913978258871803613978 1014346825859139787707741013978628 1014374101353617513173 4682168036175180362103913536175 10772241211397816803617561751077225887168032412113978 4682139781397818036 101437410 770717492146391749218036107721317316101135324848 
1,585961756175146391077225887468213978 101434682585913978258871803613978 14639107721317310772101431353617574101353628617511275 258877410741013173 1353241211317316803146396281397858592412113173 1014374101317316803 488658592412113978 488614639107721397816803 18036146397410148211803613978 21039135324121101431397810772741024121 628180361077213978 617558592412125887135358592588716803 258877410617558592412125887 14639135362813978 1803611275139784682741024121 1014374102412121039107721463914821 16803161011680324121 107722412110143617513531317316803 7410180361680324121 6287410135314639101431680313173 61751077277071463958591463911275 6281680316803 1397810772617516803131737707 101434682585913978258871803613978 4682139781397818036 101437410 222013531317377071803624848 248484682 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 24848101431077248862412125887148211353 4886 585910772 585910772 148216175585924121131731317316803168031803661751680358591463924121107722412125887 77071353628107722412116803628628 101434682585913978258871803613978 
1,7410180361680324121585910772 101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 241214682139781397818036628 101437410 1463911275266311275266321039107721127518036 24121585914639139781077210143617516803 1353146396175 4682139781397818036 101437410 1463911275266311275266321039107721127518036 1014374101482114821168032412113978 1353146396175 4682139781397818036 101437410 16803617561752220266377076175180361803610772 180367410107722412113978 1014374101482114821168032412113978 
0,585910772 148216175 585914639139781077221039107721014310772585961751077224121139781680361756175107722588716803241211014316803 14821585910143468210772241211680361751680358591463924121107722412125887 131735859139785859628101431077216803241211014316803 77071077225887131735859139785859 5859241215859617511275139781077210143628 770761757410101432484810143468258591077224121 1397816803101434682 131735859139785859 24848135314639107724682585914639585924121 1482116101741061756175148211680314639 14639488658592412125887 13173135324121248481680324121248487707617510772139784682628 2412110772258871680348861077261756175628741024121 241217410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 1482174104682617510143 2663 14639 
2,4886468274105859 101434682585913978258871803613978 168032105618036617558591077224121 62874101482116803139784682107722412125887 139784682585913978628 7707135325887 146391680358596175617561756175617511275 48861680361756175 58591014313978135358596175617511275 2103916803168036175 6175107722484816803 258877410741013173 58592412162848861680314639 1014374101353617513173 25887107721610116803 168032412113173 4682139781397818036 101437410 1749217492 58595859 16101168031610118036 4682139781397818036 101437410 174921803610143 61751353222016101488614639 
0,7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 241214682139781397818036628 101437410 112751482121056628131736175628 139787707 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 1610116803241211397813531463916803770716803585913978 4682139781397818036 101437410 1680348862484810772107722220 2103922205859 
2,139784886168031680313978 258871803613978 7410180361680324121585910772 1463916803617516803585962816803 2412121039107721463962813978 13978168032105613978 1317358591610110772241211014310772 101434682585913978258871803613978 241217410180361680324121585910772 48861077224121 4886168031680324848 21039585914639 
0,628168031680314821 101434682585913978258871803613978 585961754886585911275628 139781463911275 1803674106175107721397816803 4682139781397818036 101437410 14821222013978617518036248484682628741021056 
2,1014313531397816803 101434682585913978258871803613978 7410180361680324121585910772 248482412174104886 180366175585911275 14821585946821749274102412125887 16803161011680324121 13173107722103921039 628107721014346821353585924121 174925859180365859241211680362816803 146391353617516803 241211680321056180366175585910772241211680313173 48861680361756175 14821585946821749274102412125887 139781353139787410146391077258596175 101434682585913978258871803613978 4682139781397818036628 101437410 139785859222010143 17492266313978112757707 
1,6287410146391463911275 61755859146392588716803 617558592412125887135358592588716803 14821741013173168036175 139781463958591077224121 7410180361680324121585910772 1014358591803658597707617516803 1482158592484816803 18036168031463962874102412158596175 174921353131732588714821168032412113978 628139785859139781680314821168032412113978 7707585962816803 2103958591014313978135358596175 1077224121210397410146391482158591397810772741024121 770710772139781014374101077224121 131731077225887107721397858596175 101431353146391463916803241211014311275 131731680310143168032412113978146395859617510772222016803 1803658591127514821168032412113978 241211680313978488674101463924848 2103914639741025887 241214682139781397818036628 101437410 4886174921803611275 617514639 
0,21039107721463962813978 74102412116803 101434682585913978258871803613978 7410180361680324121585910772 628168031014374102412113173 74102412116803 62814821585961756175 13173146391680358591482162874101014310772585961757707741013978 13173168031680318036180365859161016175741016101 24121 2412113978468216803 21039107721463962813978 74102412116803 25887107721610116803 628585913173 180361463958591014313978107721014358596175 58592412162848861680314639 112751680313978 628168031014374102412113173 74102412116803 25887107721610116803 468274101803616803 24121 2412110772 146397410741013978 13173146391680358591482162874101014310772585961757707741013978 13173168031680318036180365859161016175741016101 4682139781397818036 101437410 248481680346822412113536175222013978 
0,101434682585913978258871803613978 210395859107726175 1610110772770716803 101434682168031014324848 4682139781397818036628 101437410 21056222014821258871610121056 11275770716101 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 24121 1397816803101434682241217410617574102588711275 139781680310143468224121741061757410258871127524121168034886628 139781680310143468224121168034886628 241214682139781397818036628 101437410 24121112751127522201482158591353617521039 
1,7410180361680324121585910772 146391680310143168032412113978617511275 61755859135324121101434682 101434682585913978258871803613978 2412158591397813531463958596175 617558592412125887135358592588716803 180361463974101014316803628628107722412125887 14821741013173168036175 58592412162848861680314639 26631353168031463911275 26631353168036281397810772741024121 6281353148211482158591463910772222016803 617574102412125887 13173741010143135314821168032412113978 585914639139781077210143617516803 1397814639585924121628617558591397816803 13978168032105613978 58592412174101397846821680314639 617558592412125887135358592588716803 
